clm_08421_01719502739	Es un viaje de negocios solamente voy por una noche
clm_02436_02011517900	Se usa para incitar a alguien a sacar el mayor provecho del dia presente
clm_09697_00628052255	Los niños tienen mucha imaginación
clm_08784_00712255758	Busca regalos que cuesten entre dos mil y tres mil pesos.
clm_03034_00589820383	Estoy teniendo problemas con mi auto y un amigo me recomendó un Ferrari
clm_02484_01281649845	¿Me puedes mandar unas fotos del estadio de fútbol?
clm_03349_00954384332	Ayer llovió mucho, y llegue tarde a mi reunión
clm_08784_01837927656	Si te duele mucho la cabeza puedes tomarte un té de manzanilla.
clm_04310_01222051777	En la primera fila quedan cinco lugares libres
clm_03034_00288285083	Siempre me ha gustado mucho el color azul marino
clm_02121_00199130294	Por ahí se dice que este personaje malverso una cantidad extraordinario de fondos públicos
clm_08784_00872604825	¿Has pensado en darles una yogurt con frutas? ¡A los niños les encanta!
clm_07049_01872053502	El otro día me dijiste que compraste un muy buen pegamento
clm_00610_01401106310	Me ayudas a plantar los naranjos
clm_05223_00187803088	¿Es vuelo directo o hace escala en algún punto?
clm_03397_00523539553	Juan Carlos, estrenaron una película aquí en Ciudad de México pero no me acuerdo si es drama o comedia
clm_04310_00263754484	El fútbol Ruso ha evolucionado a niveles nunca antes visto
clm_06136_01271281878	¿Quién es la protagonista?
clm_08421_00658733001	Perdón que te interrumpa pero no se que hora es
clm_04310_01405956831	Se me descompuso mi auto Leticia, necesito uno nuevo
clm_01208_01332932258	Maradona ya no juega ¿verdad?
clm_03397_01916878068	Santiago de Chile tiene muchos parques donde hay conciertos gratuitos
clm_01523_00453408325	Aprendí a cambiarle el aceite a mi auto.
clm_07049_01634312955	Creo que se le ha dislocado el hombro
clm_03397_01413888287	Necesito configurarlo en la pantalla pero estoy un poco perdido, ¿me puedes ayudar?
clm_00610_01610471816	Buscame a un quiropráctico cerca de mi casa.
clm_09334_02029224160	La pronunciación del francés es difícil
clm_03349_00966474123	Resérvame cinco entradas por favor para la función de las once veinte
clm_02484_01037153471	¿Podrias verificar quién ganó la carrera de fórmula uno en México el año pasado?
clm_00610_00783144157	Los rusos usan ramas de eucalipto para perfumar las saunas
clm_07049_01914041372	¿Cuál fue el último disco que grabaron?
clm_01523_02105143063	Los cabecillas de la banda huyeron a caballo
clm_04310_01135879574	La ciudad de Monterrey se encuentra a una hora de avión
clm_02436_00326868964	¿Me podrias mandar una foto a mi celular?
clm_03034_00795998517	Estoy buscando un restaurante Jápones
clm_03349_01525618137	¿Qué contenidos me recomiendas para niños de doce años?
clm_02436_01959244397	Modo de despedirse de forma formal con gente ejecutiva o del medio del negocio
clm_08784_01116547091	¿Qué nos recomiendas ver en la televisión?
clm_01208_00596891175	Los corazones de pollo son una delicia
clm_03397_01842975985	La calle está llena de hoyos
clm_07049_00863323634	Tiene el tiempo contado
clm_03349_00219765121	Estoy aquí con un amigo discutiendo sobre el combate de boxeo
clm_03397_00597642167	Me parece muy interesante el libro de Francisco sobre arte contemporáneo
clm_06136_00611634339	Los podcasts hablan de espectáculos, y deportes, de cualquier tipo de tema
clm_09697_01019646659	Quiero ir a un viaje con mi esposa y mis hijos, pero no se a donde ir.
clm_03397_01528015961	El otro día me comí un arroz con cerdo agridulce
clm_08784_00961286570	Acabo de ver unas estadísticas impactantes.
clm_03034_01701642193	En salto de altura no tenemos participantes
clm_08421_00873152147	No quiero ir en limusina preferimos unas vans
clm_03349_01703853519	Me parece muy interesante la información
clm_01208_00631130449	¿Qué lugar me recomiendas para celebrar el cumpleaños de una mamá?
clm_01208_00502189299	¿A qué hora termina el concierto?
clm_02484_01905900836	¿En qué calle está la casa?
clm_09334_01232802674	Creo que este tour te va a servir
clm_01523_01881182924	¿Tu crees que los humanos lleguen a vivir en marte?
clm_01208_01538172760	¿Qué es lo que necesitas?
clm_08784_00930607084	¿Qué dice el titular de esta mañana?
clm_09697_00643875533	¿Quieres que te mande las reseñas de diferentes medios?
clm_06136_01578026040	Tengo un viaje de trabajo y ando preocupado porque mi francés es muy malo
clm_09697_00619820389	No te entiendo nada
clm_02121_01434749745	Estoy cansado de comer fruta roja
clm_08784_01393654016	Usa mi tarjeta American Express para pagar el vestido
clm_08784_02058737612	No te recomiendo que compres un carro usado porque es muy difícil saber en qué condición se encuentra.
clm_08421_01047531563	Hay que llegar al aeropuerto un poco antes por la cuestión de las maletas
clm_08784_00844090688	¿Cuáles son las noticias más recientes del incendio forestal?
clm_02436_01243145343	Yo estoy aquí para orientarte, para ayudarte
clm_02484_00710437953	¿Cuántos premios ha ganado?
clm_08784_00843028589	Tiene el tiempo contado
clm_03397_01316701187	En la zona del centro te puedes mover fácilmente caminando y no vas a necesitar usar ningún medio de transporte
clm_08784_01077701003	Los niños quieren ver la tele pero no se que puedan ver a su edad.
clm_01208_00839694323	La realidad es ambigua
clm_03349_02114682655	Mis hijos me están pidiendo que les baje unos podcast
clm_07508_01549941944	¿Me podrías dar información acerca de tu ubicación exacta?
clm_06136_00470532202	¿Qué opciones de vuelo me puedes ofrecer?
clm_08784_01754584266	No importa el precio solo me importa que sea un lugar fácil de llegar.
clm_08784_01018484688	Los cabecillos de la banda huyeron a caballo
clm_07508_00190270481	Ahora existen carriles para bicicletas en todas las calles del centro de la ciudad.
clm_02121_01973398675	El caballo está amarrado
clm_08784_01626707324	¿Qué otros programas hay, pero más tarde?
clm_00610_00567502035	¿Cuál es la diferencia entre drogas blandas y drogas duras?
